subject,device,gap_samples,gap_s
subject105,ankle,80,0.8
subject105,ankle,322,3.22
subject105,ankle,489,4.89
subject105,ankle,160,1.6
subject105,ankle,291,2.91
subject105,ankle,207,2.07
subject105,ankle,76,0.76
subject105,ankle,6,0.06
subject105,ankle,147,1.47
subject105,ankle,130,1.3
subject105,ankle,256,2.56
subject105,ankle,122,1.22
subject105,ankle,5,0.05
subject105,ankle,143,1.43
subject105,ankle,15,0.15
subject105,ankle,4,0.04
subject105,ankle,26,0.26
subject105,ankle,24,0.24
subject105,ankle,402,4.02
subject105,ankle,1061,10.61
subject105,ankle,80,0.8
subject105,ankle,279,2.79
subject105,ankle,26,0.26
subject105,ankle,2114,21.14
subject105,ankle,218,2.18
subject105,ankle,87,0.87
subject105,ankle,1,0.01
subject105,ankle,638,6.38
subject105,ankle,95,0.95
subject105,ankle,814,8.14
subject105,ankle,71,0.71
subject105,ankle,310,3.1
subject105,ankle,356,3.56
subject105,ankle,1330,13.3
subject105,ankle,3443,34.43
subject105,ankle,856,8.56
subject105,ankle,2008,20.08
subject105,ankle,52,0.52
subject105,ankle,1,0.01
subject105,ankle,100,1.0
subject105,ankle,145,1.45
subject105,ankle,6,0.06
subject105,ankle,52,0.52
subject105,ankle,56,0.56
subject105,ankle,92,0.92
subject105,ankle,313,3.13
subject105,ankle,53,0.53
subject105,ankle,171,1.71
subject105,ankle,398,3.98
subject105,ankle,451,4.51
subject105,ankle,25,0.25
subject105,ankle,18,0.18
subject105,ankle,186,1.86
subject105,ankle,220,2.2
subject105,ankle,474,4.74
subject105,ankle,37,0.37
subject105,ankle,72,0.72
subject105,ankle,57,0.57
subject105,ankle,150,1.5
subject105,ankle,185,1.85
subject105,ankle,112,1.12
subject105,ankle,374,3.74
subject105,ankle,237,2.37
subject105,ankle,4,0.04
subject105,ankle,102,1.02
subject105,ankle,47,0.47
subject105,ankle,27,0.27
subject105,ankle,77,0.77
subject105,ankle,87,0.87
subject105,ankle,10,0.1
subject105,ankle,5,0.05
subject105,ankle,81,0.81
subject105,ankle,3,0.03
subject105,ankle,8,0.08
subject105,ankle,1,0.01
subject105,ankle,2,0.02
subject105,ankle,2,0.02
subject105,ankle,87,0.87
subject105,ankle,3,0.03
subject105,ankle,4,0.04
subject105,ankle,1,0.01
subject105,ankle,102,1.02
subject105,ankle,4,0.04
subject105,ankle,5,0.05
subject105,ankle,92,0.92
subject105,ankle,2,0.02
subject105,ankle,1,0.01
subject105,ankle,98,0.98
subject105,ankle,3,0.03
subject105,ankle,1,0.01
subject105,ankle,3,0.03
subject105,ankle,12,0.12
subject105,ankle,84,0.84
subject105,ankle,13,0.13
subject105,ankle,5,0.05
subject105,ankle,46,0.46
subject105,ankle,59,0.59
subject105,ankle,100,1.0
subject105,ankle,3,0.03
subject105,ankle,121,1.21
subject105,ankle,2,0.02
subject105,ankle,4,0.04
subject105,ankle,627,6.27
subject105,ankle,118,1.18
subject105,ankle,104,1.04
subject105,ankle,10,0.1
subject105,ankle,1,0.01
subject105,ankle,22,0.22
subject105,ankle,59,0.59
subject105,ankle,320,3.2
subject105,ankle,235,2.35
subject105,ankle,56,0.56
subject105,ankle,472,4.72
subject105,ankle,107,1.07
subject105,ankle,183,1.83
subject105,ankle,151,1.51
subject105,ankle,26,0.26
subject105,ankle,257,2.57
subject105,ankle,31,0.31
subject105,ankle,87,0.87
subject105,ankle,71,0.71
subject105,ankle,9,0.09
subject105,ankle,65,0.65
subject105,ankle,185,1.85
subject105,ankle,8,0.08
subject105,ankle,43,0.43
subject105,ankle,395,3.95
subject105,ankle,11,0.11
subject105,ankle,2,0.02
subject105,ankle,12,0.12
subject105,ankle,85,0.85
subject105,ankle,11,0.11
subject105,ankle,13,0.13
subject105,ankle,1,0.01
subject105,ankle,509,5.09
subject105,ankle,626,6.26
subject105,ankle,532,5.32
subject105,ankle,949,9.49
subject105,ankle,111,1.11
subject105,ankle,2,0.02
subject105,ankle,297,2.97
subject105,ankle,42,0.42
subject105,ankle,185,1.85
subject105,ankle,228,2.28
subject105,ankle,16,0.16
subject105,ankle,2,0.02
subject105,ankle,369,3.69
subject105,ankle,426,4.26
subject105,ankle,1191,11.91
subject105,ankle,271,2.71
subject105,ankle,238,2.38
subject105,ankle,663,6.63
subject105,ankle,78,0.78
subject105,ankle,180,1.8
subject105,ankle,75,0.75
subject105,ankle,1,0.01
subject105,ankle,195,1.95
subject105,ankle,70,0.7
subject105,ankle,305,3.05
subject105,ankle,200,2.0
subject105,ankle,247,2.47
subject105,ankle,27,0.27
subject105,ankle,180,1.8
subject105,ankle,174,1.74
subject105,ankle,56,0.56
subject105,ankle,37,0.37
subject105,ankle,22,0.22
subject105,ankle,22,0.22
subject105,ankle,2,0.02
subject105,ankle,74,0.74
subject105,ankle,147,1.47
subject105,ankle,142,1.42
subject105,ankle,47,0.47
subject105,ankle,22,0.22
subject105,ankle,83,0.83
subject105,ankle,10,0.1
subject105,ankle,95,0.95
subject105,ankle,12,0.12
subject105,ankle,107,1.07
subject105,ankle,60,0.6
subject105,ankle,34,0.34
subject105,ankle,10,0.1
subject105,ankle,3,0.03
subject105,ankle,1803,18.03
subject105,ankle,125,1.25
subject105,ankle,74,0.74
subject105,ankle,59,0.59
subject105,ankle,1,0.01
subject105,ankle,57,0.57
subject105,ankle,46,0.46
subject105,ankle,68,0.68
subject105,ankle,70,0.7
subject105,ankle,14,0.14
subject105,ankle,108,1.08
subject105,ankle,600,6.0
subject105,ankle,114,1.14
subject105,ankle,590,5.9
subject105,ankle,9,0.09
subject105,ankle,54,0.54
subject105,ankle,44,0.44
subject105,ankle,280,2.8
subject105,ankle,130,1.3
subject105,ankle,180,1.8
subject105,ankle,58,0.58
subject105,ankle,10,0.1
subject105,ankle,225,2.25
subject105,ankle,1871,18.71
subject105,ankle,13,0.13
subject105,ankle,334,3.34
subject105,ankle,10,0.1
subject105,ankle,188,1.88
subject105,ankle,70,0.7
subject105,ankle,66,0.66
subject105,ankle,1,0.01
subject105,ankle,444,4.44
subject105,ankle,304,3.04
subject105,ankle,14,0.14
subject105,ankle,87,0.87
subject105,ankle,21,0.21
subject105,ankle,96,0.96
subject105,ankle,85,0.85
subject105,ankle,451,4.51
subject105,ankle,545,5.45
subject105,ankle,3830,38.3
subject105,ankle,161,1.61
subject105,ankle,1021,10.21
subject105,ankle,73,0.73
subject105,ankle,51,0.51
subject105,ankle,60,0.6
subject105,ankle,1,0.01
subject105,ankle,51,0.51
subject105,ankle,44,0.44
subject105,ankle,32,0.32
subject105,ankle,98,0.98
subject105,ankle,19,0.19
subject105,ankle,49,0.49
subject105,ankle,27,0.27
subject105,ankle,135,1.35
subject105,ankle,132,1.32
subject105,ankle,86,0.86
subject105,ankle,103,1.03
subject105,ankle,109,1.09
subject105,ankle,162,1.62
subject105,ankle,1,0.01
subject105,ankle,91,0.91
subject105,ankle,5,0.05
subject105,ankle,84,0.84
subject105,ankle,24,0.24
subject105,ankle,14,0.14
subject105,ankle,79,0.79
subject105,ankle,2,0.02
subject105,ankle,73,0.73
subject105,ankle,107,1.07
subject105,ankle,29,0.29
subject105,ankle,78,0.78
subject105,ankle,67,0.67
subject105,ankle,31,0.31
subject105,ankle,75,0.75
subject105,ankle,342,3.42
subject105,ankle,124,1.24
subject105,ankle,81,0.81
subject105,ankle,273,2.73
subject105,ankle,127,1.27
subject105,ankle,25,0.25
subject105,ankle,147,1.47
subject105,ankle,55,0.55
subject105,ankle,125,1.25
subject105,ankle,46,0.46
subject105,ankle,236,2.36
subject105,ankle,147,1.47
subject105,ankle,56,0.56
subject105,ankle,49,0.49
subject105,ankle,29,0.29
subject105,ankle,1,0.01
subject105,ankle,129,1.29
subject105,ankle,210,2.1
subject105,ankle,1,0.01
subject105,ankle,51,0.51
subject105,ankle,16,0.16
subject105,ankle,4,0.04
subject105,ankle,13,0.13
subject105,ankle,50,0.5
subject105,ankle,1,0.01
subject105,ankle,59,0.59
subject105,ankle,116,1.16
subject105,ankle,169,1.69
subject105,ankle,333,3.33
subject105,ankle,82,0.82
subject105,ankle,29,0.29
subject105,ankle,1,0.01
subject105,ankle,143,1.43
subject105,ankle,264,2.64
subject105,ankle,855,8.55
subject105,ankle,60,0.6
subject105,ankle,200,2.0
subject105,ankle,427,4.27
subject105,ankle,383,3.83
subject105,ankle,146,1.46
subject105,ankle,5,0.05
subject105,ankle,77,0.77
subject105,ankle,111,1.11
subject105,ankle,12,0.12
subject105,ankle,262,2.62
subject105,ankle,24,0.24
subject105,ankle,48,0.48
subject105,ankle,98,0.98
subject105,ankle,8,0.08
subject105,ankle,19,0.19
subject105,ankle,360,3.6
subject105,ankle,44,0.44
subject105,ankle,25,0.25
subject105,ankle,29,0.29
subject105,ankle,65,0.65
subject105,ankle,106,1.06
subject105,ankle,101,1.01
subject105,ankle,1,0.01
subject105,ankle,19,0.19
subject105,ankle,66,0.66
subject105,ankle,254,2.54
subject105,ankle,10,0.1
subject105,ankle,22,0.22
subject105,ankle,10,0.1
subject105,ankle,53,0.53
subject105,ankle,78,0.78
subject105,ankle,1,0.01
subject105,ankle,19,0.19
subject105,ankle,52,0.52
subject105,ankle,26,0.26
subject105,ankle,2,0.02
subject105,ankle,172,1.72
subject105,ankle,56,0.56
subject105,ankle,16,0.16
subject105,ankle,74,0.74
subject105,ankle,31,0.31
subject105,ankle,142,1.42
subject105,ankle,164,1.64
subject105,ankle,98,0.98
subject105,ankle,40,0.4
subject105,ankle,34,0.34
subject105,ankle,35,0.35
subject105,ankle,36,0.36
subject105,ankle,122,1.22
subject105,ankle,74,0.74
subject105,ankle,6,0.06
subject105,ankle,20,0.2
subject105,ankle,11,0.11
subject105,ankle,190,1.9
subject105,ankle,279,2.79
subject105,ankle,44,0.44
subject105,ankle,7,0.07
subject105,ankle,6,0.06
subject105,ankle,11,0.11
subject105,ankle,96,0.96
subject105,ankle,110,1.1
subject105,ankle,64,0.64
subject105,ankle,54,0.54
subject105,ankle,2,0.02
subject105,ankle,5,0.05
subject105,ankle,137,1.37
subject105,ankle,41,0.41
subject105,ankle,26,0.26
subject105,ankle,15,0.15
subject105,ankle,142,1.42
subject105,ankle,53,0.53
subject105,ankle,149,1.49
subject105,ankle,21,0.21
subject105,ankle,20,0.2
subject105,ankle,250,2.5
subject105,ankle,3,0.03
subject105,ankle,251,2.51
subject105,ankle,288,2.88
subject105,ankle,185,1.85
subject105,ankle,400,4.0
subject105,ankle,32,0.32
subject105,ankle,154,1.54
subject105,ankle,425,4.25
subject105,ankle,182,1.82
subject105,ankle,10,0.1
subject105,ankle,57,0.57
subject105,ankle,83,0.83
subject105,ankle,30,0.3
subject105,ankle,341,3.41
subject105,ankle,80,0.8
subject105,ankle,33,0.33
subject105,ankle,192,1.92
subject105,ankle,82,0.82
subject105,ankle,144,1.44
subject105,ankle,79,0.79
subject105,ankle,10,0.1
subject105,ankle,136,1.36
subject105,ankle,21,0.21
subject105,ankle,97,0.97
subject105,ankle,102,1.02
subject105,ankle,2,0.02
subject105,ankle,41,0.41
subject105,ankle,129,1.29
subject105,ankle,27,0.27
subject105,ankle,38,0.38
subject105,ankle,1,0.01
subject105,ankle,1,0.01
subject105,ankle,60,0.6
subject105,ankle,17,0.17
subject105,ankle,55,0.55
subject105,ankle,11,0.11
subject105,ankle,55,0.55
subject105,ankle,3,0.03
subject105,ankle,25,0.25
subject105,ankle,26,0.26
subject105,ankle,18,0.18
subject105,ankle,6,0.06
subject105,ankle,27,0.27
subject105,ankle,114,1.14
subject105,ankle,98,0.98
subject105,ankle,4,0.04
subject105,ankle,56,0.56
subject105,ankle,138,1.38
subject105,ankle,52,0.52
subject105,ankle,42,0.42
subject105,ankle,73,0.73
subject105,ankle,26,0.26
subject105,ankle,47,0.47
subject105,ankle,13,0.13
subject105,ankle,36,0.36
subject105,ankle,1,0.01
subject105,ankle,86,0.86
subject105,ankle,137,1.37
subject105,ankle,51,0.51
subject105,ankle,34,0.34
subject105,ankle,66,0.66
subject105,ankle,62,0.62
subject105,ankle,20,0.2
subject105,ankle,5,0.05
subject105,ankle,80,0.8
subject105,ankle,27,0.27
subject105,ankle,22,0.22
subject105,ankle,89,0.89
subject105,ankle,183,1.83
subject105,ankle,57,0.57
subject105,ankle,80,0.8
subject105,ankle,60,0.6
subject105,ankle,7,0.07
subject105,ankle,81,0.81
subject105,ankle,63,0.63
subject105,ankle,145,1.45
subject105,ankle,142,1.42
subject105,ankle,6,0.06
subject105,ankle,1,0.01
subject105,ankle,642,6.42
subject105,ankle,120,1.2
subject105,ankle,101,1.01
subject105,ankle,167,1.67
subject105,ankle,12,0.12
subject105,ankle,11,0.11
subject105,ankle,125,1.25
subject105,ankle,72,0.72
subject105,ankle,32,0.32
subject105,ankle,41,0.41
subject105,ankle,22,0.22
subject105,ankle,364,3.64
subject105,ankle,22,0.22
subject105,ankle,40,0.4
subject105,ankle,2,0.02
subject105,ankle,250,2.5
subject105,ankle,866,8.66
subject105,ankle,2,0.02
subject105,ankle,92,0.92
subject105,ankle,2,0.02
subject105,ankle,1909,19.09
subject105,ankle,30,0.3
subject105,ankle,14,0.14
subject105,ankle,873,8.73
subject105,ankle,208,2.08
subject105,ankle,590,5.9
subject105,ankle,185,1.85
subject105,ankle,8,0.08
subject105,ankle,50,0.5
subject105,ankle,222,2.22
subject105,ankle,354,3.54
subject105,ankle,1083,10.83
subject105,ankle,485,4.85
subject105,ankle,918,9.18
subject105,ankle,41,0.41
subject105,ankle,348,3.48
subject105,ankle,530,5.3
subject105,ankle,181,1.81
subject105,ankle,15,0.15
subject105,ankle,54,0.54
subject105,ankle,331,3.31
subject105,ankle,119,1.19
subject105,ankle,22,0.22
subject105,ankle,220,2.2
subject105,ankle,98,0.98
subject105,ankle,234,2.34
subject105,ankle,31,0.31
subject105,ankle,224,2.24
subject105,ankle,66,0.66
subject105,ankle,152,1.52
subject105,ankle,152,1.52
subject105,ankle,219,2.19
subject105,ankle,110,1.1
subject105,ankle,1069,10.69
subject105,ankle,6,0.06
subject105,ankle,140,1.4
subject105,ankle,5,0.05
subject105,ankle,71,0.71
subject105,ankle,1,0.01
subject105,ankle,3,0.03
subject105,ankle,99,0.99
subject105,ankle,19,0.19
subject105,ankle,25,0.25
subject105,ankle,9,0.09
subject105,ankle,14,0.14
subject105,ankle,13,0.13
subject105,ankle,67,0.67
subject105,ankle,20,0.2
subject105,ankle,46,0.46
subject105,ankle,41,0.41
subject105,ankle,32,0.32
subject105,ankle,4,0.04
subject105,ankle,138,1.38
subject105,ankle,7,0.07
subject105,ankle,166,1.66
subject105,ankle,131,1.31
subject105,ankle,3,0.03
subject105,ankle,24,0.24
subject105,ankle,11,0.11
subject105,ankle,140,1.4
subject105,ankle,39,0.39
subject105,ankle,130,1.3
subject105,ankle,31,0.31
subject105,ankle,51,0.51
subject105,ankle,98,0.98
subject105,ankle,6,0.06
subject105,ankle,12,0.12
subject105,ankle,66,0.66
subject105,ankle,98,0.98
subject105,ankle,11,0.11
subject105,ankle,46,0.46
subject105,ankle,54,0.54
subject105,ankle,58,0.58
subject105,ankle,40,0.4
subject105,ankle,14,0.14
subject105,ankle,33,0.33
subject105,ankle,2,0.02
subject105,ankle,33,0.33
subject105,ankle,37,0.37
subject105,ankle,4,0.04
subject105,ankle,71,0.71
subject105,ankle,92,0.92
subject105,ankle,11,0.11
subject105,ankle,191,1.91
subject105,ankle,77,0.77
subject105,ankle,55,0.55
subject105,ankle,78,0.78
subject105,ankle,6,0.06
subject105,ankle,14,0.14
subject105,ankle,5,0.05
subject105,ankle,53,0.53
subject105,ankle,44,0.44
subject105,ankle,8,0.08
subject105,ankle,30,0.3
subject105,ankle,170,1.7
subject105,ankle,13,0.13
subject105,ankle,8,0.08
subject105,ankle,13,0.13
subject105,ankle,2,0.02
subject105,ankle,13,0.13
subject105,ankle,30,0.3
subject105,ankle,49,0.49
subject105,ankle,42,0.42
subject105,ankle,17,0.17
subject105,ankle,11,0.11
subject105,ankle,21,0.21
subject105,ankle,7,0.07
subject105,ankle,16,0.16
subject105,ankle,4,0.04
subject105,ankle,17,0.17
subject105,ankle,71,0.71
subject105,ankle,3,0.03
subject105,ankle,24,0.24
subject105,ankle,17,0.17
subject105,ankle,6,0.06
subject105,ankle,26,0.26
subject105,ankle,44,0.44
subject105,ankle,33,0.33
subject105,ankle,50,0.5
subject105,ankle,12,0.12
subject105,ankle,38,0.38
subject105,ankle,41,0.41
subject105,ankle,8,0.08
subject105,ankle,16,0.16
subject105,ankle,30,0.3
subject105,ankle,36,0.36
subject105,ankle,20,0.2
subject105,ankle,8,0.08
subject105,ankle,16,0.16
subject105,ankle,35,0.35
subject105,ankle,23,0.23
subject105,ankle,4,0.04
subject105,ankle,43,0.43
subject105,ankle,24,0.24
subject105,ankle,2,0.02
subject105,ankle,3,0.03
subject105,ankle,8,0.08
subject105,ankle,18,0.18
subject105,ankle,6,0.06
subject105,ankle,49,0.49
subject105,ankle,16,0.16
subject105,ankle,80,0.8
subject105,ankle,4,0.04
subject105,ankle,127,1.27
subject105,ankle,19,0.19
subject105,ankle,49,0.49
subject105,ankle,30,0.3
subject105,ankle,16,0.16
subject105,ankle,91,0.91
subject105,ankle,20,0.2
subject105,ankle,46,0.46
subject105,ankle,14,0.14
subject105,ankle,18,0.18
subject105,ankle,38,0.38
subject105,ankle,85,0.85
subject105,ankle,20,0.2
subject105,ankle,72,0.72
subject105,ankle,2,0.02
subject105,ankle,22,0.22
subject105,ankle,71,0.71
subject105,ankle,62,0.62
subject105,ankle,8,0.08
subject105,ankle,81,0.81
subject105,ankle,12,0.12
subject105,ankle,6,0.06
subject105,ankle,158,1.58
subject105,ankle,519,5.19
subject105,ankle,25,0.25
subject105,ankle,237,2.37
subject105,ankle,51,0.51
subject105,ankle,71,0.71
subject105,ankle,14,0.14
subject105,ankle,27,0.27
subject105,ankle,111,1.11
subject105,ankle,5,0.05
subject105,ankle,36,0.36
subject105,ankle,65,0.65
subject105,ankle,17,0.17
subject105,ankle,65,0.65
subject105,ankle,108,1.08
subject105,ankle,56,0.56
subject105,ankle,26,0.26
subject105,ankle,136,1.36
subject105,ankle,8,0.08
subject105,ankle,199,1.99
subject105,ankle,15,0.15
subject106,hand,4795,47.95
subject106,hand,97,0.97
subject106,hand,20042,200.42
subject106,hand,10284,102.84
subject106,hand,771,7.71
subject106,hand,12992,129.92
subject106,hand,1,0.01
subject106,hand,74,0.74
subject106,hand,1,0.01
subject106,hand,6961,69.61
subject106,hand,1664,16.64
subject106,hand,3662,36.62
subject106,hand,198,1.98
subject106,hand,2,0.02
subject106,hand,657,6.57
subject106,hand,1641,16.41
subject106,hand,77,0.77
subject106,hand,2479,24.79
subject106,hand,3990,39.9
subject106,hand,5223,52.23
subject106,hand,2489,24.89
subject106,hand,1,0.01
subject106,hand,191,1.91
subject106,hand,622,6.22
subject106,hand,1,0.01
subject106,hand,10,0.1
subject106,hand,3,0.03
subject106,hand,118,1.18
subject106,hand,19,0.19
subject106,hand,2,0.02
subject106,hand,26,0.26
subject106,hand,3886,38.86
subject106,hand,4213,42.13
subject106,hand,3520,35.2
subject106,hand,2,0.02
subject106,hand,3238,32.38
subject106,hand,11676,116.76
subject106,hand,224,2.24
subject106,hand,3183,31.83
subject106,hand,1143,11.43
subject106,hand,8821,88.21
subject106,hand,82,0.82
subject106,hand,3042,30.42
subject106,hand,6,0.06
subject106,hand,2109,21.09
subject106,hand,5091,50.91
subject106,hand,7174,71.74
subject106,hand,795,7.95
subject106,hand,2973,29.73
subject106,hand,1425,14.25
subject106,hand,843,8.43
subject106,hand,798,7.98
subject106,hand,1953,19.53
subject106,hand,2919,29.19
subject106,hand,10032,100.32
subject106,hand,7,0.07
subject106,hand,6786,67.86
subject106,hand,3405,34.05
subject106,hand,2085,20.85
subject106,hand,67,0.67
subject106,hand,944,9.44
subject106,hand,6439,64.39
subject106,hand,9,0.09
subject106,hand,889,8.89
subject106,hand,4315,43.15
subject106,hand,1439,14.39
subject106,hand,834,8.34
subject106,hand,539,5.39
subject106,hand,419,4.19
subject106,hand,807,8.07
subject106,hand,8193,81.93
subject106,hand,4553,45.53
subject106,hand,4578,45.78
subject106,hand,50,0.5
subject106,hand,112,1.12
subject106,hand,22,0.22
subject106,hand,160,1.6
subject106,hand,36,0.36
subject106,hand,76,0.76
subject106,hand,564,5.64
subject106,hand,2,0.02
subject106,hand,26,0.26
subject106,hand,202,2.02
subject106,hand,3239,32.39
subject106,hand,1648,16.48
subject106,hand,3951,39.51
subject106,hand,136,1.36
subject106,hand,132,1.32
subject106,hand,60,0.6
subject106,hand,22,0.22
subject106,hand,54,0.54
subject106,hand,38,0.38
subject106,hand,62,0.62
subject106,hand,43,0.43
subject106,hand,241,2.41
subject106,hand,304,3.04
subject106,hand,244,2.44
subject106,hand,129,1.29
subject106,hand,1747,17.47
subject106,hand,4134,41.34
subject106,hand,325,3.25
subject106,hand,152,1.52
subject106,hand,144,1.44
subject106,hand,2086,20.86
subject106,hand,90,0.9
subject106,hand,138,1.38
subject106,hand,993,9.93
subject106,hand,971,9.71
subject106,hand,353,3.53
subject106,hand,173,1.73
subject106,hand,2,0.02
subject106,hand,19,0.19
subject106,hand,1,0.01
subject106,hand,2,0.02
subject106,hand,29,0.29
